ПРЕПЯТСТВИЯ					ПОЧВА		МОДИФИКАТОРЫ ПОЧВЫ									СОСЕДСТВО																																																																																																																		ПЕРЕКРЫТИЕ																																																																																																																	
Имя	Id	Имя типа	Тип	Подтип	Имя	Id	грязь	песок	трава	снег	болото	скалы	пещеры	лава	вода	дубы	кратер	бревно	цветы	озеро	холм	гора	овраг	сосны	скала	кусты	пень	dirt tree	dirt dirt veg clump	dirt crystal mine	dirt gold mine	dirt sawmill	кактус	дюны	гора	sand tree	кости	яма	sand desert veg clump	sand crystal mine	sand gold mine	sand sawmill	дубы	кратер	цветы	озеро	холм	гора	овраг	сосны	скала	кусты	пень	grass tree	grass grass veg clump	grass crystal mine	grass gold mine	grass sawmill	мертвечина	пруд льда	гора	овраг	пень	скала	кусты	сосны	snow crystal mine	snow gold mine	snow sawmill	мертвечина	озеро	мандрагора	гора	скала	кусты	дубы	swamp tree	мох	swamp swamp veg clump	swamp crystal mine	swamp gold mine	swamp sawmill	скала	кратер	холм	гора	овраг	rough tree	кусты	кости	пень	rough rough veg clump	rough crystal mine	rough gold mine	rough sawmill	кратер	мертвечина	грибы	озеро	озеро	потоки	гора	овраг	скала	cave cave veg clump	cave crystal mine	cave gold mine	cave sawmill	кратер	озеро	потоки	гора	lava volcano	lava crystal mine	lava gold mine	lava sawmill	скала	water reef	руины	руины	гейзер	гейзер	стена	статуя	озеро	грибы	холм	плотояд	груз	дубы	кратер	бревно	цветы	озеро	холм	гора	овраг	сосны	скала	кусты	пень	dirt tree	dirt dirt veg clump	dirt crystal mine	dirt gold mine	dirt sawmill	кактус	дюны	гора	sand tree	кости	яма	sand desert veg clump	sand crystal mine	sand gold mine	sand sawmill	дубы	кратер	цеты	озеро	холм	гора	овраг	сосны	скала	кусты	пень	grass tree	grass grass veg clump	grass crystal mine	grass gold mine	grass sawmill	мертвечина	пруд льда	гора	овраг	пень	скала	кусты	сосны	snow crystal mine	snow gold mine	snow sawmill	мертвечина	озеро	мандрагора	гора	скала	кусты	дубы	swamp tree	мох	swamp swamp veg clump	swamp crystal mine	swamp gold mine	swamp sawmill	скала	кратер	холм	гора	овраг	rough tree	кусты	кости	пень	rough rough veg clump	rough crystal mine	rough gold mine	rough sawmill	кратер	мертвечина	грибы	озеро	озеро	потоки	гора	овраг	скала	cave cave veg clump	cave crystal mine	cave gold mine	cave sawmill	кратер	лава	потоки	гора	lava volcano	lava crystal mine	lava gold mine	lava sawmill	скала	water reef	руины	руины	гейзер	гейзер	стена	статуя	озеро	грибы	холм	плотояд	груз
Кусты	60	кусты	150	0	болото	4	0	-5000	5	-5000	10	-10	-5000	-5000	-5000	10	5	5	5	5	5	5	5	10	5	5	5	10	30	5	5	10	-5000	-5000	5	-5000	-5000	-5000	10	5	5	-5000	10	5	-10	5	5	5	5	10	5	-10	5	10	10	5	5	10	-5000	-5000	5	5	5	5	5	5	5	5	5	5	5	-10	5	5	-10	5	5	-10	10	5	5	10	5	5	5	5	5	10	-10	-5000	5	10	5	5	10	5	-5000	-5000	5	-5000	-5000	5	5	5	10	5	5	-5000	5	-5000	-5000	-5000	-5000	5	5	-5000	10	10	5	5	5	5	5	5	5	-5000	5	-10	5	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000
Дубы	61	дубы	135	0	болото	4	0	-5000	-5000	-5000	10	-5000	-5000	-5000	-5000	30	10	30	30	30	10	10	10	30	10	30	30	30	30	10	10	30	-5000	-5000	10	-5000	10	-5000	-5000	10	10	-5000	100	10	30	30	10	10	10	30	10	30	30	-5000	-5000	10	10	30	30	30	10	10	30	10	30	-5000	10	10	-5000	30	30	30	10	10	30	30	-5000	30	30	10	10	30	10	10	10	10	10	30	30	10	30	-5000	10	10	30	10	30	-5000	30	-5000	-5000	10	10	10	-5000	10	10	30	10	-5000	-5000	-5000	-5000	10	10	30	10	10	10	10	10	10	10	10	30	-5000	10	30	10	10	-5000	-5000	0	-5000	0	30	0	10	0	0	-5000	0	10	30	30	10	-5000	-5000	30	-5000	-5000	-5000	-5000	30	30	-5000	30	-5000	-5000	-5000	-5000	30	0	10	0	-5000	-5000	-5000	-5000	30	30	10	-5000	-5000	30	0	-5000	0	-5000	-5000	30	30	-5000	-5000	-5000	-5000	30	0	-5000	10	-5000	-5000	-5000	30	30	10	0	-5000	-5000	30	0	10	-5000	-5000	-5000	-5000	30	30	10	-5000	-5000	-5000	-5000	-5000	-5000	30	0	0	-5000	30	30	-5000	-5000	-5000	-5000	-5000	-5000	30	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000
swamp tree	62	tree	155	0	swamp	4	-5000	-5000	5	-5000	10	-5000	-5000	-5000	-5000	-5000	10	30	30	30	10	10	10	-5000	10	30	30	30	30	10	10	-5000	-5000	-5000	10	30	-5000	10	-5000	10	10	30	-5000	10	30	30	10	10	10	-5000	10	30	30	100	100	10	10	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	30	30	10	10	30	-5000	100	30	30	10	10	-5000	10	10	10	10	10	5	30	-5000	30	-5000	10	10	-5000	10	30	-5000	30	-5000	-5000	10	10	10	-5000	10	10	30	10	-5000	-5000	-5000	-5000	10	10	30	10	10	10	10	10	10	10	10	30	-5000	10	30	10	-5000	-5000	-5000	-5000	-5000	-5000	30	0	-5000	0	10	-5000	-5000	10	30	30	-5000	-5000	-5000	30	10	-5000	-5000	-5000	30	30	10	-5000	-5000	-5000	-5000	-5000	30	0	-5000	0	-5000	-5000	30	30	30	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	0	-5000	-5000	30	-5000	0	30	30	-5000	0	-5000	-5000	30	0	-5000	-5000	-5000	-5000	-5000	30	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	0	0	-5000	30	30	-5000	-5000	-5000	-5000	-5000	-5000	30	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000
Мох	63	мох	132	0	болото	4	-5000	-5000	0	-5000	5	-5000	-5000	-5000	-5000	10	5	5	5	5	5	5	5	10	5	5	5	10	30	5	5	10	-5000	-5000	5	-5000	-5000	-5000	10	5	5	-5000	10	5	-10	5	5	5	5	10	5	-10	5	10	10	5	5	10	-5000	-5000	5	5	5	5	5	5	5	5	5	5	5	-10	5	5	-10	5	5	-10	10	5	5	10	5	5	5	5	5	10	-10	-5000	5	10	5	5	10	5	-5000	-5000	5	-5000	-5000	5	5	5	10	5	5	-5000	5	-5000	-5000	-5000	-5000	5	5	-5000	10	10	5	5	5	5	5	5	5	-5000	5	-10	5	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000
swamp swamp veg clump	64	swamp veg clump	211	0	swamp	4	5	-5000	5	-5000	0	-10	-5000	-5000	-5000	10	5	5	5	5	5	5	5	10	5	5	5	10	30	5	5	10	-5000	-5000	5	-5000	-5000	-5000	10	5	5	-5000	10	5	-10	5	5	5	5	10	5	-10	5	10	10	5	5	10	-5000	-5000	5	5	5	5	5	5	5	5	5	5	5	-10	5	5	10	5	5	10	10	5	5	10	5	5	5	5	5	10	-10	-5000	5	10	5	5	10	5	-5000	-5000	5	-5000	-5000	5	5	5	10	5	5	-5000	5	-5000	-5000	-5000	-5000	5	5	-5000	10	10	5	5	5	5	5	5	5	-5000	5	-10	5	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	10	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000
swamp crystal mine	65	mine	53	4	swamp	4	-5000	-5000	10	-5000	10	-5000	-5000	-5000	-5000	10	10	10	10	10	10	30	30	10	30	10	10	10	10	30	30	10	10	10	30	10	10	10	5	30	30	10	10	10	10	10	30	30	30	10	30	10	10	10	10	30	30	10	10	10	5	30	10	30	10	10	5	5	10	10	10	10	100	30	10	10	10	10	10	100	100	10	30	10	10	30	30	10	10	10	10	5	30	30	10	10	10	10	10	10	10	-5000	10	30	5	-5000	-5000	10	10	10	10	5	5	30	30	10	10	10	10	10	10	10	10	10	10	10	10	10	10	30	-5000	-5000	-5000	-5000	-5000	10	10	30	10	-5000	-5000	-5000	30	10	10	30	0	-5000	10	0	-5000	-5000	30	10	10	0	30	-5000	0	-5000	-5000	10	0	0	-5000	0	0	0	0	10	10	30	0	-5000	0	0	-5000	0	-5000	0	0	0	0	0	-5000	0	30	0	-5000	0	0	-5000	-5000	30	30	30	0	-5000	-5000	10	10	0	-5000	-5000	-5000	30	10	10	30	-5000	0	-5000	-5000	-5000	-5000	0	0	0	-5000	0	0	0	-5000	-5000	-5000	0	0	10	10	0	-5000	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000
swamp gold mine	66	mine	53	6	swamp	4	-5000	-5000	10	-5000	10	-5000	-5000	-5000	-5000	10	10	10	10	10	10	30	30	10	30	10	10	10	10	30	30	10	10	10	30	10	10	10	5	30	30	10	10	10	10	10	30	30	30	10	30	10	10	10	10	30	30	10	10	10	5	30	10	30	10	10	5	5	10	10	10	10	100	30	10	10	10	10	10	100	100	10	30	10	10	30	30	10	10	10	10	5	30	30	10	10	10	10	10	10	10	-5000	10	30	5	-5000	-5000	10	10	10	10	5	5	30	30	10	10	10	10	10	10	10	10	10	10	10	10	10	10	30	-5000	-5000	-5000	-5000	-5000	10	10	30	10	-5000	-5000	-5000	30	10	10	30	0	-5000	10	0	-5000	-5000	30	10	10	0	30	-5000	0	-5000	-5000	10	0	0	-5000	0	0	0	0	10	10	30	0	-5000	0	0	-5000	0	-5000	0	0	0	0	0	-5000	0	30	0	-5000	0	0	-5000	-5000	30	30	30	0	-5000	-5000	10	10	0	-5000	-5000	-5000	30	10	10	30	-5000	0	-5000	-5000	-5000	-5000	0	0	0	-5000	0	0	0	-5000	-5000	-5000	0	0	10	10	0	-5000	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000
swamp sawmill	67	mine	53	0	swamp	4	10	-5000	10	0	0	0	-5000	-5000	-5000	100	10	30	30	30	10	10	10	30	10	30	30	30	30	10	10	100	-5000	-5000	10	-5000	10	-5000	-5000	10	10	-5000	30	10	30	30	10	10	10	30	10	30	30	-5000	-5000	10	10	100	30	30	10	10	30	10	30	-5000	10	10	-5000	30	30	30	10	10	30	30	-5000	30	30	10	10	100	10	10	10	10	10	30	30	10	30	-5000	10	10	100	10	30	-5000	30	-5000	-5000	10	10	10	-5000	10	10	30	10	-5000	-5000	-5000	-5000	10	10	30	10	10	10	10	10	10	10	10	30	-5000	10	30	10	30	-5000	-5000	0	-5000	0	30	0	10	0	0	-5000	0	10	30	30	30	-5000	-5000	30	-5000	-5000	-5000	-5000	30	30	-5000	10	-5000	-5000	-5000	-5000	30	0	10	0	-5000	-5000	-5000	-5000	30	30	30	-5000	-5000	30	0	-5000	0	-5000	-5000	30	30	-5000	-5000	-5000	-5000	30	0	-5000	10	-5000	-5000	-5000	30	30	30	0	-5000	-5000	30	0	10	-5000	-5000	-5000	-5000	30	30	30	-5000	-5000	-5000	-5000	-5000	-5000	30	0	0	-5000	30	30	-5000	-5000	-5000	-5000	-5000	-5000	30	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000
Скала	68	скала	147	0	скалы	5	-5000	-5000	-5000	-5000	-5000	10	-5000	-5000	-5000	10	10	10	10	10	10	30	10	10	30	10	10	10	10	30	30	10	10	10	30	10	10	10	10	30	30	10	10	10	10	10	10	30	5	10	30	10	10	10	10	30	30	10	10	10	-5000	-5000	10	-5000	10	10	-5000	-5000	10	10	10	10	5	5	10	10	10	10	10	5	5	10	30	10	10	30	30	10	10	10	10	10	30	30	10	10	10	10	10	10	10	30	30	30	10	30	30	10	10	10	10	30	30	30	30	10	10	10	10	10	10	10	10	10	10	10	10	10	10	-5000	-5000	-5000	-5000	-5000	-5000	10	30	-5000	10	-5000	-5000	-5000	-5000	10	10	-5000	-5000	-5000	10	0	-5000	-5000	-5000	10	10	0	0	-5000	-5000	-5000	-5000	10	0	0	10	0	0	0	0	10	10	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000	0	0	-5000	0	0	0	-5000	0	0	-5000	-5000	0	0	-5000	10	-5000	-5000	10	10	0	-5000	-5000	-5000	-5000	10	10	-5000	-5000	0	-5000	-5000	-5000	-5000	0	0	0	-5000	0	0	0	-5000	-5000	-5000	-5000	-5000	10	10	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000
Кратер	69	кратер	118	0	скалы	5	-5000	-5000	-5000	-5000	-5000	5	-5000	-5000	-5000	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000
Холм	70	холм	133	0	скалы	5	-5000	0	-5000	-5000	-5000	5	5	-5000	-5000	5	5	5	5	5	-5000	10	10	5	10	5	5	5	5	10	10	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	-10	5	5	5	5	-10	5	5	5	5	5	5	5	5	5	5	-10	5	-10	5	5	5	5	5	5	-10	5	5	-10	5	5	-10	-10	5	5	5	5	5	-10	5	5	5	-10	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	-5000	-10	5	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000
Гора	71	гора	134	0	скалы	5	-5000	-5000	-5000	-5000	-5000	10	-5000	-5000	-5000	10	10	10	10	10	10	5	10	10	30	10	10	10	10	5	5	10	10	10	5	10	10	10	5	5	5	10	10	10	10	10	30	30	30	10	30	10	10	10	10	30	30	10	10	10	30	30	10	30	10	10	30	30	10	10	10	10	5	30	10	10	10	10	10	5	5	10	30	10	10	100	30	10	10	10	10	5	100	100	10	10	10	10	10	10	10	5	10	30	5	5	5	10	10	10	10	30	5	100	100	10	10	10	10	10	10	10	10	10	10	10	10	10	10	30	-5000	-5000	-5000	-5000	-5000	0	10	30	10	-5000	-5000	-5000	30	0	0	30	0	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	0	0	-5000	0	-5000	-5000	0	0	0	-5000	0	0	0	0	0	0	30	0	-5000	10	10	-5000	0	-5000	0	10	10	0	0	-5000	0	0	0	-5000	0	0	-5000	-5000	0	0	30	0	-5000	-5000	30	10	0	-5000	-5000	-5000	-5000	30	30	30	-5000	0	-5000	-5000	0	0	0	0	0	-5000	0	0	0	-5000	0	0	10	0	30	30	0	-5000	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000
Овраг	72	овраг	136	0	скалы	5	-5000	-5000	-5000	-5000	-5000	5	-5000	-5000	-5000	10	10	10	10	10	10	30	-5000	10	30	10	10	10	10	30	30	10	10	10	30	10	10	10	5	30	30	10	10	10	10	10	10	30	-5000	10	30	10	10	10	10	30	30	10	10	10	-5000	-5000	10	-5000	10	10	-5000	-5000	10	10	10	10	5	5	10	10	10	10	10	5	5	10	30	10	10	30	-5000	10	10	10	10	5	30	30	10	10	10	10	10	10	10	30	-5000	30	5	30	30	10	10	10	10	30	30	30	30	10	10	10	10	10	10	10	10	10	10	10	10	10	10	-5000	-5000	-5000	-5000	-5000	-5000	10	30	-5000	10	-5000	-5000	-5000	-5000	10	10	-5000	-5000	-5000	10	0	-5000	-5000	-5000	10	10	0	0	-5000	-5000	-5000	-5000	10	0	0	10	0	0	0	0	10	10	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000	0	0	-5000	0	0	0	-5000	0	0	-5000	-5000	0	0	-5000	10	-5000	-5000	10	10	0	-5000	-5000	-5000	-5000	10	10	-5000	-5000	0	-5000	-5000	-5000	-5000	0	0	0	-5000	0	0	0	-5000	-5000	-5000	-5000	-5000	10	10	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000
rough tree	73	tree	155	0	rough	5	10	-5000	10	-10	0	5	-5000	-5000	-5000	30	10	10	30	30	10	10	10	30	10	30	30	30	30	10	10	30	-5000	-5000	10	-5000	10	-5000	-5000	10	10	-5000	30	10	30	30	10	10	10	30	10	30	30	-5000	-5000	10	10	30	30	30	10	10	30	10	30	-5000	10	10	-5000	30	30	30	10	10	30	30	-5000	30	30	10	10	30	10	10	10	10	10	30	30	10	30	-5000	10	10	30	10	30	-5000	30	-5000	-5000	10	10	10	-5000	10	10	30	10	-5000	-5000	-5000	-5000	10	10	30	10	10	10	10	10	10	10	10	30	-5000	10	30	10	-5000	-5000	-5000	-5000	-5000	-5000	30	-5000	-5000	-5000	-5000	-5000	-5000	10	30	30	-5000	-5000	-5000	30	-5000	-5000	-5000	-5000	30	30	-5000	-5000	-5000	-5000	-5000	-5000	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	30	-5000	-5000	-5000	30	-5000	-5000	-5000	-5000	-5000	30	30	-5000	-5000	-5000	-5000	30	-5000	-5000	-5000	-5000	-5000	-5000	30	30	-5000	-5000	-5000	-5000	30	-5000	-5000	-5000	-5000	-5000	-5000	30	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	-5000	-5000	-5000	30	30	-5000	-5000	-5000	-5000	-5000	-5000	30	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000
Кусты	74	кусты	150	0	скалы	5	5	-5000	5	-5000	0	5	-5000	-5000	-5000	10	5	5	5	5	5	5	5	10	5	5	5	10	30	5	5	10	-5000	-5000	5	-5000	-5000	-5000	5	5	5	-5000	10	5	-10	5	5	5	5	10	5	-10	5	10	10	5	5	10	-5000	-5000	5	5	5	5	5	5	5	5	5	5	5	-10	5	5	-10	5	5	-10	-10	5	5	10	5	5	5	5	5	10	-10	-5000	5	5	5	5	10	5	-5000	-5000	5	-5000	-5000	5	5	5	5	5	5	-5000	5	-5000	-5000	-5000	-5000	5	5	-5000	10	10	5	5	5	5	5	5	5	-5000	5	-10	5	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000
Кости	75	кости	151	0	скалы	5	5	5	5	5	5	5	5	5	-5000	5	5	5	-5000	5	5	5	5	-5000	5	-5000	5	-5000	10	5	5	5	5	5	5	5	5	5	5	5	5	5	-5000	5	-5000	-5000	5	5	5	-5000	5	-5000	5	-5000	-5000	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	-5000	5	5	-5000	-5000	-5000	-5000	-5000	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	10	10	5	5	5	5	5	5	5	5	10	10	5	10	5	5	5	5	5	5	5	5	5	5	5	5	5	5	-5000	5	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000
Пень	76	пень	153	0	скалы	5	5	-5000	5	-5000	5	5	-5000	-5000	-5000	10	5	5	5	5	5	5	5	10	5	5	-5000	10	30	5	5	30	5	5	5	5	5	5	5	5	5	5	10	5	5	5	5	5	5	10	5	5	5	10	10	5	5	30	10	5	5	5	5	5	5	10	5	5	10	10	5	5	5	5	5	10	10	5	5	5	5	30	5	5	5	5	5	10	5	5	5	5	5	5	30	5	10	5	5	5	5	5	5	5	5	5	5	30	5	5	5	5	5	5	5	30	5	5	5	5	5	5	5	5	5	5	5	5	5	-5000	0	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	0	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000
